0
0
"Pi/4"
"Pi/4"
"Pi/2"
"Pi/2"
"(3*Pi)/4"
"(3*Pi)/4"
"Pi"
"Pi"
"(5*Pi)/4"
"(5*Pi)/4"
"(3*Pi)/2"
"(3*Pi)/2"
"(7*Pi)/4"
"(7*Pi)/4"
"2*Pi"
"2*Pi"
0
0
"Pi/4"
"Pi/4"
"Pi/2"
"Pi/2"
"(3*Pi)/4"
"(3*Pi)/4"
"Pi"
"Pi"
"(5*Pi)/4"
"(5*Pi)/4"
"(3*Pi)/2"
"(3*Pi)/2"
"(7*Pi)/4"
"(7*Pi)/4"
"2*Pi"
"2*Pi"
0
0
"Pi/4"
"Pi/4"
"Pi/2"
"Pi/2"
"(3*Pi)/4"
"(3*Pi)/4"
"Pi"
"Pi"
"(5*Pi)/4"
"(5*Pi)/4"
"(3*Pi)/2"
"(3*Pi)/2"
"(7*Pi)/4"
"(7*Pi)/4"
"2*Pi"
"2*Pi"
0
0
"Pi/4"
"Pi/4"
"Pi/2"
"Pi/2"
"(3*Pi)/4"
"(3*Pi)/4"
"Pi"
"Pi"
"(5*Pi)/4"
"(5*Pi)/4"
"(3*Pi)/2"
"(3*Pi)/2"
"(7*Pi)/4"
"(7*Pi)/4"
"2*Pi"
"2*Pi"
0
0
"Pi/4"
"Pi/4"
"Pi/2"
"Pi/2"
"(3*Pi)/4"
"(3*Pi)/4"
"Pi"
"Pi"
"(5*Pi)/4"
"(5*Pi)/4"
"(3*Pi)/2"
"(3*Pi)/2"
"(7*Pi)/4"
"(7*Pi)/4"
"2*Pi"
"2*Pi"
